,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
43956,53,Private,92565,14,Married-civ-spouse,Prof-specialty,Husband,OtherRace,Male,0,0,40,United-States,1
43957,46,Private,234690,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,OtherCountry,1
43977,36,Private,89202,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
43982,38,Local-gov,187046,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
43983,38,Private,397877,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
43984,37,Private,258827,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
44004,46,Self-emp-inc,167882,11,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,70,United-States,1
44008,39,Private,172571,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
44016,46,Self-emp-not-inc,246891,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,1
44027,25,Private,307643,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,1
44034,36,Private,241306,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44038,30,Private,92531,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
44043,38,Private,149347,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44049,38,Private,414991,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
44051,53,Federal-gov,164195,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,1
44058,62,Private,155913,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44072,38,Federal-gov,68840,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44074,44,Private,172837,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,52,United-States,1
44078,70,Private,116080,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
44079,39,Self-emp-not-inc,183081,14,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,1
44084,34,Private,251521,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
44086,32,Private,261319,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44091,32,Private,144949,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
44097,68,Local-gov,202699,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,6418,0,35,United-States,1
44104,57,Self-emp-not-inc,256630,13,Divorced,Sales,Not-in-family,White,Male,0,0,60,OtherCountry,1
44105,42,Private,259727,13,Divorced,Prof-specialty,Unmarried,Black,Female,25236,0,20,United-States,1
44106,47,Private,331650,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
44110,37,Private,376455,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44111,57,Private,125000,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44112,43,Private,390369,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
44113,51,Private,250423,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44123,73,Private,402363,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,16,United-States,1
44129,43,Private,107503,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,1
44133,33,Private,158438,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44134,42,Self-emp-inc,190044,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52,United-States,1
44139,47,Private,213668,10,Separated,Machine-op-inspct,Not-in-family,White,Male,8614,0,65,United-States,1
44143,28,Local-gov,98590,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
44144,42,Private,221947,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
44145,33,Private,160634,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
44149,35,Private,276559,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,1
44150,50,Private,178251,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
44151,58,Private,145370,13,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,50,United-States,1
44159,53,Private,164198,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,1
44160,64,Local-gov,190228,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,1
44162,59,Self-emp-inc,132559,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,55,United-States,1
44169,41,Private,172712,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,1
44178,30,Private,295010,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,1
44179,67,Self-emp-not-inc,268781,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
44187,49,Private,204629,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
44190,38,Private,117802,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,1
44194,49,Private,117849,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44205,53,Private,127749,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
44208,51,Private,245356,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,1
44214,66,Self-emp-not-inc,197816,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,17,United-States,1
44216,67,Private,110122,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,1
44218,51,Federal-gov,85815,13,Married-civ-spouse,Exec-managerial,Husband,OtherRace,Male,0,0,40,United-States,1
44220,43,Private,38946,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
44224,56,State-gov,165867,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44226,43,Self-emp-inc,49249,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44227,50,Private,125417,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,65,United-States,1
44229,45,State-gov,191001,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,1
44236,61,State-gov,347445,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44242,60,Private,152727,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
44250,32,Self-emp-not-inc,112115,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,1
44263,34,Private,111567,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1
44276,58,Private,98630,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44286,52,Private,384959,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36,United-States,1
44288,50,Private,174655,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,1
44292,58,Private,131608,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
44302,50,Federal-gov,193116,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44307,47,Private,199058,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44309,40,Private,202508,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,48,United-States,1
44318,66,Self-emp-not-inc,58326,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,1
44326,46,Local-gov,481258,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,1
44332,28,Private,114072,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44336,46,Self-emp-inc,222829,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
44338,43,Self-emp-inc,375807,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,1
44341,47,Self-emp-inc,77764,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
44351,44,State-gov,46221,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
44352,49,Self-emp-inc,172246,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,1
44354,36,Private,389725,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,OtherCountry,1
44357,53,Self-emp-not-inc,257728,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44358,32,Private,264554,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
44361,35,Private,210945,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
44365,58,Private,147098,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,1
44373,67,Self-emp-inc,127605,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40,United-States,1
44380,51,Private,169785,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,1
44382,24,Private,360077,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,1
44384,35,Private,282753,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44387,38,Private,185053,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,1
44388,42,Local-gov,261899,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
44398,80,Private,227210,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,United-States,1
44400,35,Private,111128,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,1
44401,37,Private,119929,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
44406,41,Private,590204,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,1
44408,40,Private,144928,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40,United-States,1
44411,52,Self-emp-not-inc,182187,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,OtherCountry,1
44415,38,Private,180288,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,1
44416,43,Self-emp-inc,123490,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44418,38,Private,100079,16,Married-spouse-absent,Prof-specialty,Not-in-family,OtherRace,Male,27828,0,60,OtherCountry,1
44429,64,Self-emp-not-inc,163510,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50,United-States,1
44431,39,Private,106838,10,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,1
44434,71,Private,244688,4,Married-civ-spouse,Transport-moving,Husband,White,Male,6514,0,40,United-States,1
44436,40,Private,170721,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44438,53,Private,152810,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44449,37,Private,516701,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,1564,50,United-States,1
44452,53,Self-emp-inc,233149,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
44460,35,Private,210310,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
44462,72,Private,31327,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
44470,35,Private,122747,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
44476,37,Local-gov,176949,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,1
44477,61,Private,293899,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44478,48,Private,168262,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,1
44489,48,Local-gov,193960,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1
44494,51,Private,249449,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
44496,34,Self-emp-inc,156192,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
44498,42,Private,297266,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,90,United-States,1
44503,67,Private,127921,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40,United-States,1
44509,47,Private,158924,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
44519,41,Local-gov,103614,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
44523,57,Self-emp-inc,84231,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,1
44538,47,Private,155890,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
44541,29,Private,116372,13,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,1
44544,31,Private,117659,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
44561,44,Local-gov,207685,14,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,33,United-States,1
44564,40,Private,277647,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,1
44566,43,Self-emp-not-inc,37869,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,1
44569,43,Private,174748,13,Divorced,Exec-managerial,Unmarried,Black,Female,7430,0,45,United-States,1
44570,40,Self-emp-inc,140915,13,Married-civ-spouse,Tech-support,Husband,OtherRace,Male,0,0,40,OtherCountry,1
44577,44,Self-emp-not-inc,157237,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1
44586,51,Private,214840,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
44589,51,Self-emp-not-inc,318351,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,OtherCountry,1
44597,57,Private,144012,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44600,40,State-gov,114714,16,Married-civ-spouse,Exec-managerial,Husband,OtherRace,Male,0,0,40,OtherCountry,1
44603,33,Local-gov,107793,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44605,49,Private,175958,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,1
44620,46,Private,241350,10,Never-married,Exec-managerial,Not-in-family,White,Male,8614,0,50,United-States,1
44623,28,Self-emp-not-inc,183151,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44629,44,Private,118947,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,1
44640,42,Private,184018,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
44641,25,Private,332409,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
44643,28,State-gov,134813,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,65,United-States,1
44646,51,State-gov,196395,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60,United-States,1
44654,27,Local-gov,24988,11,Never-married,Tech-support,Not-in-family,White,Female,0,1564,72,United-States,1
44657,67,Federal-gov,231604,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
44664,36,Private,193815,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
44670,44,Local-gov,277533,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
44672,57,Self-emp-inc,212600,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40,United-States,1
44677,34,Private,55849,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,1
44678,23,Private,271354,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,1
44680,50,State-gov,139157,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
44685,39,Local-gov,364782,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
44686,43,Private,137304,13,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,1
44688,44,Self-emp-inc,171615,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
44694,47,Private,101299,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44697,46,Private,67001,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44699,48,Local-gov,169515,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,43,United-States,1
44700,49,Private,121253,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1564,40,United-States,1
44704,31,Private,143083,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
44708,25,Private,223426,11,Never-married,Sales,Not-in-family,White,Male,0,0,65,OtherCountry,1
44712,29,Local-gov,181434,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,1
44713,27,Private,213225,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,45,OtherCountry,1
44715,44,Local-gov,143104,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,1
44718,41,Local-gov,216116,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,1
44720,50,Self-emp-not-inc,98180,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45,United-States,1
44727,39,Private,223792,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
44733,46,Private,145290,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
44735,28,Self-emp-not-inc,35864,10,Married-civ-spouse,Exec-managerial,Husband,OtherRace,Male,0,0,70,OtherCountry,1
44753,61,Private,258775,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,40,United-States,1
44757,39,Private,342768,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
44759,52,Private,279440,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,1
44770,66,State-gov,33155,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
44772,49,Local-gov,95256,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,1
44776,42,Private,188243,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1
44778,37,Private,116960,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
44782,54,Federal-gov,28683,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,41,United-States,1
44783,36,Private,109133,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
44785,44,Private,201495,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
44786,49,Private,187634,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,1
44788,49,Self-emp-not-inc,36601,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,OtherCountry,1
44793,39,Private,199816,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
44795,29,Private,119793,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,OtherCountry,1
44797,28,Private,145242,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,20,United-States,1
44808,49,Self-emp-not-inc,225456,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
44812,46,Federal-gov,362835,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,OtherCountry,1
44819,41,Private,304605,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,OtherCountry,1
44823,30,Private,97723,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,1
44828,34,Private,410615,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
44829,43,Private,224998,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40,United-States,1
44835,31,Private,441949,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,OtherCountry,1
44838,41,Self-emp-inc,38876,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1977,50,United-States,1
44840,45,Local-gov,308275,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688,0,65,United-States,1
44841,35,Private,173586,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
44843,39,Federal-gov,178877,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
44852,34,Private,197252,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
44853,43,State-gov,118544,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
44860,42,Private,56072,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
44870,46,Self-emp-not-inc,138626,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
44874,67,Private,350525,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,1
44879,45,Private,306122,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,44,United-States,1
44885,31,Private,356823,13,Never-married,Tech-support,Not-in-family,White,Female,10520,0,40,United-States,1
44892,42,Private,256179,10,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,48,United-States,1
44894,37,State-gov,164898,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
44899,58,Local-gov,217802,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,45,United-States,1
44908,59,Private,97213,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,1
44913,54,State-gov,151580,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
44915,44,Private,188615,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
44927,50,Local-gov,163576,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
44943,28,Private,106935,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
44946,32,Private,340917,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60,United-States,1
44952,72,Self-emp-inc,149689,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,United-States,1
44954,37,Private,110331,15,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,1
44955,54,Private,353787,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
44961,41,Private,79586,13,Married-civ-spouse,Prof-specialty,Husband,OtherRace,Male,0,0,60,OtherCountry,1
44962,52,Private,142757,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56,United-States,1
44977,53,Private,35459,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States,1
44978,31,Private,157640,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States,1
44984,39,Private,106964,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,55,United-States,1
44988,74,Self-emp-not-inc,160009,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,1
44990,51,Private,209794,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,1
44993,31,Private,128065,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,1
44996,34,Private,130078,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,32,United-States,1
44998,53,Self-emp-not-inc,169112,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,OtherCountry,1
44999,37,Federal-gov,362006,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
45002,59,Self-emp-inc,170993,15,Divorced,Prof-specialty,Not-in-family,White,Male,13550,0,40,United-States,1
45008,35,Private,143059,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,1902,28,United-States,1
45011,43,Federal-gov,594194,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
45014,56,Local-gov,191754,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
45018,26,Self-emp-inc,384276,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
45019,46,Self-emp-not-inc,368355,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
45021,51,Private,108435,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1
45022,63,Private,176827,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,1
45023,42,Private,209547,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,40,United-States,1
45024,29,Private,197565,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1902,35,United-States,1
45027,52,Local-gov,203953,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,OtherCountry,1
45030,71,Private,132057,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,9386,0,50,United-States,1
45035,41,Private,244945,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
45042,55,Private,327406,10,Divorced,Sales,Not-in-family,White,Male,0,0,65,United-States,1
45046,39,Private,114942,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,1
45047,32,Self-emp-inc,204470,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,99,United-States,1
45048,50,Private,195844,16,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,50,United-States,1
45053,68,Private,116993,15,Widowed,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,1
45055,42,Private,167948,16,Married-civ-spouse,Prof-specialty,Husband,OtherRace,Male,0,0,40,OtherCountry,1
45056,67,Self-emp-inc,273239,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
45059,52,Local-gov,230112,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
45069,44,Private,117728,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
45074,44,Private,304175,13,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,1
45079,52,Federal-gov,385183,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45081,31,Private,290964,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38,United-States,1
45085,48,Private,377401,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,1
45088,41,Self-emp-inc,163215,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,1
45089,54,Private,178530,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
45094,41,Private,173307,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45095,42,Private,212760,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
45096,53,State-gov,101238,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
45099,35,Private,151835,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1
45100,70,Private,291998,10,Married-civ-spouse,Sales,Husband,White,Male,20051,0,65,United-States,1
45101,44,Private,136986,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
45108,42,Private,347890,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1
45112,37,Federal-gov,39207,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1
45113,59,Private,159770,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
